sample_order,yc_id,name,yc_slug,batch,status,website,yc_profile_url,roster_source,historical_only,link_status,evidence,crunchbase_slug,crunchbase_url,invalid_source_value,risk_categories,risk_count,risk_unverified_candidate,risk_archive_observed_candidate,risk_source_conflict,risk_url_collision,risk_invalid_source_value,risk_historical_only,risk_invalid_company_website,risk_slug_only_source,risk_sample_validation_failed,risk_sample_validation_unresolved,collision_yc_ids,conflict_datahive_url,conflict_radema_url,manual_validation_status,validated_crunchbase_url,manual_validation_note,validation_status,corrected_crunchbase_url,evidence_url_1,evidence_url_2,validation_note
89,29679,Dodo,dodo,Summer 2024,Active,https://www.dodo.ai/,https://www.ycombinator.com/companies/dodo,yc_oss_current,false,unverified_candidate,yc_slug_inference,dodo,https://www.crunchbase.com/organization/dodo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
90,30103,Metreecs,metreecs,Fall 2024,Active,https://www.metreecs.com,https://www.ycombinator.com/companies/metreecs,yc_oss_current,false,unverified_candidate,yc_slug_inference,metreecs,https://www.crunchbase.com/organization/metreecs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
91,21997,Clew,clew,Summer 2020,Acquired,https://clew.ai/,https://www.ycombinator.com/companies/clew,yc_oss_current,false,unverified_candidate,yc_slug_inference,clew,https://www.crunchbase.com/organization/clew,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
92,30336,Atlog,atlog,Spring 2025,Active,https://atlog.ai,https://www.ycombinator.com/companies/atlog,yc_oss_current,false,unverified_candidate,yc_slug_inference,atlog,https://www.crunchbase.com/organization/atlog,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
93,24197,Hilos,quid,Summer 2021,Acquired,https://hilos.io,https://www.ycombinator.com/companies/quid,yc_oss_current,false,unverified_candidate,yc_slug_inference,quid,https://www.crunchbase.com/organization/quid,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
94,31533,Lattice Health,lattice-health,Spring 2026,Active,https://www.latticehealthai.com/,https://www.ycombinator.com/companies/lattice-health,yc_oss_current,false,unverified_candidate,yc_slug_inference,lattice-health,https://www.crunchbase.com/organization/lattice-health,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
95,24692,Membo,membo,Summer 2021,Inactive,https://membo.ee?lang=en,https://www.ycombinator.com/companies/membo,yc_oss_current,false,unverified_candidate,yc_slug_inference,membo,https://www.crunchbase.com/organization/membo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
96,30781,Duranium,duranium,Summer 2025,Active,https://www.duranium.co/,https://www.ycombinator.com/companies/duranium,yc_oss_current,false,unverified_candidate,yc_slug_inference,duranium,https://www.crunchbase.com/organization/duranium,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
97,11947,Fit to Form,fit-to-form,Summer 2019,Inactive,http://thefittoform.com,https://www.ycombinator.com/companies/fit-to-form,yc_oss_current,false,unverified_candidate,yc_slug_inference,fit-to-form,https://www.crunchbase.com/organization/fit-to-form,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
98,29396,EdgeTrace,edgetrace,Winter 2024,Active,https://edgetrace.ai,https://www.ycombinator.com/companies/edgetrace,yc_oss_current,false,unverified_candidate,yc_slug_inference,edgetrace,https://www.crunchbase.com/organization/edgetrace,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
99,30448,PgDog,pgdog,Spring 2025,Active,https://pgdog.dev,https://www.ycombinator.com/companies/pgdog,yc_oss_current,false,unverified_candidate,yc_slug_inference,pgdog,https://www.crunchbase.com/organization/pgdog,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
100,30875,Veria Labs,veria-labs,Fall 2025,Active,https://verialabs.com,https://www.ycombinator.com/companies/veria-labs,yc_oss_current,false,unverified_candidate,yc_slug_inference,veria-labs,https://www.crunchbase.com/organization/veria-labs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,,,,,
