sample_order,yc_id,name,yc_slug,batch,status,website,yc_profile_url,roster_source,historical_only,link_status,evidence,crunchbase_slug,crunchbase_url,invalid_source_value,risk_categories,risk_count,risk_unverified_candidate,risk_archive_observed_candidate,risk_source_conflict,risk_url_collision,risk_invalid_source_value,risk_historical_only,risk_invalid_company_website,risk_slug_only_source,risk_sample_validation_failed,risk_sample_validation_unresolved,collision_yc_ids,conflict_datahive_url,conflict_radema_url,manual_validation_status,validated_crunchbase_url,manual_validation_note,validation_status,corrected_crunchbase_url,evidence_url_1,evidence_url_2,validation_note
58,32848,Luca IQ,luca-iq,Summer 2026,Active,https://lucaiq.com/,https://www.ycombinator.com/companies/luca-iq,yc_oss_current,false,unverified_candidate,yc_slug_inference,luca-iq,https://www.crunchbase.com/organization/luca-iq,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/luca-iq,https://www.ycombinator.com/companies/luca-iq,"YC confirms lucaiq.com and the tax-engine company, but no public Crunchbase profile/index result exposed a domain, founders, or product anchor for the proposed slug."
59,29448,xPay,xpay,Winter 2024,Active,https://www.xpaycheckout.com/,https://www.ycombinator.com/companies/xpay,yc_oss_current,false,unverified_candidate,yc_slug_inference,xpay,https://www.crunchbase.com/organization/xpay,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/xpay-ee5c,https://www.crunchbase.com/organization/xpay-ee5c,https://www.ycombinator.com/companies/xpay,"The verified Crunchbase profile is xpay-ee5c: it displays xpaycheckout.com and founders Aniket Gupta and Rakshit Bansal, matching YC."
60,31201,Robby,robby,Winter 2026,Active,https://tryrobby.com,https://www.ycombinator.com/companies/robby,yc_oss_current,false,unverified_candidate,yc_slug_inference,robby,https://www.crunchbase.com/organization/robby,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/robby-6ff6,https://www.crunchbase.com/organization/robby-6ff6,https://www.ycombinator.com/companies/robby,"The verified Crunchbase profile is robby-6ff6: it displays tryrobby.com, the HVAC/home-services product, and founders Feroze Mohideen, Joe Schwarzmann, and Vineet Jammalamadaka."
61,31448,smol machines,smol-machines,Spring 2026,Active,https://smolmachines.com/,https://www.ycombinator.com/companies/smol-machines,yc_oss_current,false,unverified_candidate,yc_slug_inference,smol-machines,https://www.crunchbase.com/organization/smol-machines,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/smol-machines,https://www.ycombinator.com/companies/smol-machines,"Crunchbase displays the exact official domain smolmachines.com, founder BinBin H., matching microVM product details, and Y Combinator funding."
62,29304,Yoneda Labs,yoneda-labs,Winter 2024,Active,https://www.yonedalabs.com,https://www.ycombinator.com/companies/yoneda-labs,yc_oss_current,false,unverified_candidate,yc_slug_inference,yoneda-labs,https://www.crunchbase.com/organization/yoneda-labs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/yoneda-labs,https://www.ycombinator.com/companies/yoneda-labs,"YC confirms yonedalabs.com, founders, and chemical-manufacturing product, but no public Crunchbase result exposed a hard identity anchor for the proposed slug."
63,22792,Bimaplan,bimaplan,Winter 2021,Active,https://www.bimaplan.co,https://www.ycombinator.com/companies/bimaplan,yc_oss_current,false,unverified_candidate,yc_slug_inference,bimaplan,https://www.crunchbase.com/organization/bimaplan,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/bimaplan,https://www.ycombinator.com/companies/bimaplan,Crunchbase displays the exact official domain bimaplan.co and matching insurance-platform identity.
64,24100,MobileBoost,mobileboost,Summer 2021,Active,https://www.mobileboost.io/yc,https://www.ycombinator.com/companies/mobileboost,yc_oss_current,false,unverified_candidate,yc_slug_inference,mobileboost,https://www.crunchbase.com/organization/mobileboost,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/mobileboost,https://www.ycombinator.com/companies/mobileboost,Crunchbase displays the exact official domain mobileboost.io and matching AI-native mobile testing product.
65,33022,Praxis Robotics,praxis-robotics,Summer 2026,Active,https://www.praxisrobotics.io,https://www.ycombinator.com/companies/praxis-robotics,yc_oss_current,false,unverified_candidate,yc_slug_inference,praxis-robotics,https://www.crunchbase.com/organization/praxis-robotics,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/praxis-robotics,https://www.ycombinator.com/companies/praxis-robotics,"YC confirms praxisrobotics.io, founders, and robotics-data product, but no public Crunchbase profile/index result exposed a hard identity anchor for the proposed slug."
66,24756,Hirebolt,hirebolt,Summer 2021,Active,https://hirebolt.com/,https://www.ycombinator.com/companies/hirebolt,yc_oss_current,false,unverified_candidate,yc_slug_inference,hirebolt,https://www.crunchbase.com/organization/hirebolt,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/hirebolt,https://www.ycombinator.com/companies/hirebolt,Crunchbase displays the exact official domain hirebolt.com and lists Y Combinator as an investor.
67,29977,Merlin AI,merlin-ai,Summer 2024,Active,https://www.merlinai.co,https://www.ycombinator.com/companies/merlin-ai,yc_oss_current,false,unverified_candidate,yc_slug_inference,merlin-ai,https://www.crunchbase.com/organization/merlin-ai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/merlin-ai,https://www.ycombinator.com/companies/merlin-ai,"Crunchbase displays the exact official domain merlinai.co, matching construction software, and Y Combinator funding."
68,24259,Warpfy,warpfy,Summer 2021,Active,https://warpfy.com/,https://www.ycombinator.com/companies/warpfy,yc_oss_current,false,unverified_candidate,yc_slug_inference,warpfy,https://www.crunchbase.com/organization/warpfy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/warpfy,https://www.ycombinator.com/companies/warpfy,Crunchbase displays the exact official domain warpfy.com and matching e-commerce brand platform.
69,28303,Scout,thedailyscout,Winter 2023,Active,https://thedailyscout.com,https://www.ycombinator.com/companies/thedailyscout,yc_oss_current,false,unverified_candidate,yc_slug_inference,thedailyscout,https://www.crunchbase.com/organization/thedailyscout,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/meru-d40f,https://www.crunchbase.com/organization/meru-d40f,https://www.ycombinator.com/companies/thedailyscout,"Crunchbase's verified corporate profile is meru-d40f: it has the same unique founder pair, Rohan Arora and Venkat Krishnan, and Y Combinator funding. It reflects the company's earlier Meru product identity; the inferred thedailyscout URL is not the verified canonical profile."
70,24252,Govly,govly,Summer 2021,Active,https://www.govly.com/,https://www.ycombinator.com/companies/govly,yc_oss_current,false,unverified_candidate,yc_slug_inference,govly,https://www.crunchbase.com/organization/govly,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/govly,https://www.ycombinator.com/companies/govly,Crunchbase displays the exact official domain govly.com and matching government-contracting product.
71,31421,Lamina Labs,lamina-labs,Spring 2026,Active,https://laminalabs.ai,https://www.ycombinator.com/companies/lamina-labs,yc_oss_current,false,unverified_candidate,yc_slug_inference,lamina-labs,https://www.crunchbase.com/organization/lamina-labs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/lamina-labs,https://www.ycombinator.com/companies/lamina-labs,Crunchbase displays the exact official domain laminalabs.ai and matching AI video product.
72,30261,Lucid,lucid,Winter 2025,Active,https://lucid.ai,https://www.ycombinator.com/companies/lucid,yc_oss_current,false,unverified_candidate,yc_slug_inference,lucid,https://www.crunchbase.com/organization/lucid,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,,https://www.crunchbase.com/organization/lucid,https://www.ycombinator.com/companies/lucid,The proposed profile is a closed computer-vision company at lucidinside.com founded by Adam Rowell and Han Jin. YC's W25 Lucid is an active interactive-video-model company at lucid.ai founded by Rami Seid and Alberto Taiuti.
73,25913,Trueplace,trueplace,Winter 2022,Active,https://www.trueplace.ca/,https://www.ycombinator.com/companies/trueplace,yc_oss_current,false,unverified_candidate,yc_slug_inference,trueplace,https://www.crunchbase.com/organization/trueplace,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/trueplace,https://www.ycombinator.com/companies/trueplace,Crunchbase displays the exact official domain trueplace.ca and matching first-home financing product.
74,22745,CashBook,cashbook,Winter 2021,Active,https://cashbook.in,https://www.ycombinator.com/companies/cashbook,yc_oss_current,false,unverified_candidate,yc_slug_inference,cashbook,https://www.crunchbase.com/organization/cashbook,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/cashbook-2791,https://www.crunchbase.com/organization/cashbook-2791,https://www.ycombinator.com/companies/cashbook,"The verified Crunchbase profile is cashbook-2791: it lists founders Vivek Kumar and Ashutosh Pathak and contact email team@cashbook.in, matching YC."
75,30625,LLM Stats,llm-stats,Summer 2025,Active,https://llm-stats.com,https://www.ycombinator.com/companies/llm-stats,yc_oss_current,false,unverified_candidate,yc_slug_inference,llm-stats,https://www.crunchbase.com/organization/llm-stats,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.crunchbase.com/organization/llm-stats,https://www.ycombinator.com/companies/llm-stats,"YC confirms llm-stats.com, founders, and the evaluation product, but no public Crunchbase profile/index result exposed a hard identity anchor for the proposed slug."
76,30080,Dexter,dexter,Fall 2024,Active,https://www.getdexter.co/,https://www.ycombinator.com/companies/dexter,yc_oss_current,false,unverified_candidate,yc_slug_inference,dexter,https://www.crunchbase.com/organization/dexter,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/dexter-2f0f,https://www.crunchbase.com/organization/dexter-2f0f,https://www.ycombinator.com/companies/dexter,The verified profile is dexter-2f0f and lists the exact domain getdexter.co plus the YC founders; the proposed generic slug is not the verified profile.
77,12710,Wingman,wingman,Summer 2019,Acquired,https://www.trywingman.com,https://www.ycombinator.com/companies/wingman,yc_oss_current,false,unverified_candidate,yc_slug_inference,wingman,https://www.crunchbase.com/organization/wingman,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/wingman-dfb7,https://www.crunchbase.com/organization/wingman-dfb7,https://www.ycombinator.com/companies/wingman,"The verified profile is wingman-dfb7 and lists exact domain trywingman.com, matching founders, the sales-coaching product, and Y Combinator."
78,24042,Akudo,akudo,Summer 2021,Inactive,https://www.akudo.in/,https://www.ycombinator.com/companies/akudo,yc_oss_current,false,unverified_candidate,yc_slug_inference,akudo,https://www.crunchbase.com/organization/akudo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/akudo,https://www.ycombinator.com/companies/akudo,"Candidate profile lists the exact domain akudo.in, the same teen-neobank product, and Y Combinator as an investor."
79,30096,Capy,capy,Fall 2024,Active,https://capy.ai,https://www.ycombinator.com/companies/capy,yc_oss_current,false,unverified_candidate,yc_slug_inference,capy,https://www.crunchbase.com/organization/capy,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/capy-ai-agents-ltd,https://www.crunchbase.com/organization/capy-ai-agents-ltd,https://www.ycombinator.com/companies/capy,The proposed slug is a Japanese CAPTCHA/security company at capy.me; the verified YC company profile is capy-ai-agents-ltd and lists capy.ai.
80,32520,Cerenovus,cerenovus,Summer 2026,Active,https://www.cerenovus.ai/,https://www.ycombinator.com/companies/cerenovus,yc_oss_current,false,unverified_candidate,yc_slug_inference,cerenovus,https://www.crunchbase.com/organization/cerenovus,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,,https://www.crunchbase.com/organization/cerenovus,https://www.ycombinator.com/companies/cerenovus,"The proposed profile is the Johnson & Johnson neurovascular business, not the YC S26 software company at cerenovus.ai; no verified replacement Crunchbase URL was found."
81,24444,Protex AI,protex-ai,Summer 2021,Active,https://www.protex.ai,https://www.ycombinator.com/companies/protex-ai,yc_oss_current,false,unverified_candidate,yc_slug_inference,protex-ai,https://www.crunchbase.com/organization/protex-ai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/protex-ai,https://www.ycombinator.com/companies/protex-ai,Candidate profile lists the exact domain protex.ai and the same founders and workplace-safety computer-vision product.
82,32168,Synapse Semiconductor,synapse-semiconductor,Summer 2026,Active,https://synapsesemi.org,https://www.ycombinator.com/companies/synapse-semiconductor,yc_oss_current,false,unverified_candidate,yc_slug_inference,synapse-semiconductor,https://www.crunchbase.com/organization/synapse-semiconductor,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.ycombinator.com/companies/synapse-semiconductor,https://www.synapsesemi.org/,"YC and the company site establish the identity, but no accessible or indexed Crunchbase profile tied the proposed slug to that identity."
83,29711,Fazeshift,fazeshift,Summer 2024,Active,https://www.fazeshift.com/,https://www.ycombinator.com/companies/fazeshift,yc_oss_current,false,unverified_candidate,yc_slug_inference,fazeshift,https://www.crunchbase.com/organization/fazeshift,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/fazeshift,https://www.ycombinator.com/companies/fazeshift,Candidate profile lists the exact domain fazeshift.com and the matching AI accounts-receivable product.
84,12711,Binks,binks,Summer 2019,Active,https://getbinks.com/,https://www.ycombinator.com/companies/binks,yc_oss_current,false,unverified_candidate,yc_slug_inference,binks,https://www.crunchbase.com/organization/binks,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.ycombinator.com/companies/binks,https://getbinks.com/pages/about-us,"YC and the company site establish the apparel-company identity, but the proposed Crunchbase page was blocked from public retrieval and no indexed profile/domain anchor was found."
85,30645,Panels,panels,Summer 2025,Active,https://www.usepanels.com/,https://www.ycombinator.com/companies/panels,yc_oss_current,false,unverified_candidate,yc_slug_inference,panels,https://www.crunchbase.com/organization/panels,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/panels-1f26,https://www.crunchbase.com/organization/panels-1f26,https://www.ycombinator.com/companies/panels,The verified profile is panels-1f26 and lists exact domain usepanels.com plus Y Combinator; the generic proposed slug is not the verified profile.
86,1981,Coral Genomics,coral-genomics,Summer 2018,Acquired,https://www.coralgenomics.com,https://www.ycombinator.com/companies/coral-genomics,yc_oss_current,false,unverified_candidate,yc_slug_inference,coral-genomics,https://www.crunchbase.com/organization/coral-genomics,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/coral-genomics,https://www.ycombinator.com/companies/coral-genomics,Candidate profile lists the exact domain coralgenomics.com and matching clinical-genomics identity.
87,31426,Gojiberry AI,gojiberry-ai,Spring 2026,Active,https://www.gojiberry.ai,https://www.ycombinator.com/companies/gojiberry-ai,yc_oss_current,false,unverified_candidate,yc_slug_inference,gojiberry-ai,https://www.crunchbase.com/organization/gojiberry-ai,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/gojiberryai,https://www.crunchbase.com/organization/gojiberryai,https://www.ycombinator.com/companies/gojiberry-ai,The verified profile is gojiberryai and lists exact domain gojiberry.ai plus Y Combinator; the proposed hyphenated slug was not the verified profile.
88,13177,Visual One,visual-one,Winter 2020,Inactive,https://www.visualone.tech,https://www.ycombinator.com/companies/visual-one,yc_oss_current,false,unverified_candidate,yc_slug_inference,visual-one,https://www.crunchbase.com/organization/visual-one,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/visual-one,https://www.ycombinator.com/companies/visual-one,"Candidate profile lists the exact domain visualone.tech, matching founders, computer-vision product, and Y Combinator."
89,29679,Dodo,dodo,Summer 2024,Active,https://www.dodo.ai/,https://www.ycombinator.com/companies/dodo,yc_oss_current,false,unverified_candidate,yc_slug_inference,dodo,https://www.crunchbase.com/organization/dodo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,,https://www.crunchbase.com/organization/dodo,https://www.ycombinator.com/companies/dodo,"The proposed profile is a Czech grocery-delivery company at idodo.cz, not the YC healthcare-communications company at dodo.ai; no verified replacement Crunchbase URL was found."
90,30103,Metreecs,metreecs,Fall 2024,Active,https://www.metreecs.com,https://www.ycombinator.com/companies/metreecs,yc_oss_current,false,unverified_candidate,yc_slug_inference,metreecs,https://www.crunchbase.com/organization/metreecs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/metreecs,https://www.ycombinator.com/companies/metreecs,Candidate profile lists the exact domain metreecs.com and the matching AI retail-demand-forecasting product.
91,21997,Clew,clew,Summer 2020,Acquired,https://clew.ai/,https://www.ycombinator.com/companies/clew,yc_oss_current,false,unverified_candidate,yc_slug_inference,clew,https://www.crunchbase.com/organization/clew,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/clew-0eeb,https://www.crunchbase.com/organization/clew-0eeb,https://www.ycombinator.com/companies/clew,"The verified profile is clew-0eeb and lists exact domain clew.ai, matching founders, product, acquisition, and Y Combinator."
92,30336,Atlog,atlog,Spring 2025,Active,https://atlog.ai,https://www.ycombinator.com/companies/atlog,yc_oss_current,false,unverified_candidate,yc_slug_inference,atlog,https://www.crunchbase.com/organization/atlog,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/atlog-3de2,https://www.crunchbase.com/organization/atlog-3de2,https://www.ycombinator.com/companies/atlog,"The verified profile is atlog-3de2 and lists exact domain atlog.ai, matching founders, voice-agent product, and Y Combinator."
93,24197,Hilos,quid,Summer 2021,Acquired,https://hilos.io,https://www.ycombinator.com/companies/quid,yc_oss_current,false,unverified_candidate,yc_slug_inference,quid,https://www.crunchbase.com/organization/quid,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/hilos-a37f,https://www.crunchbase.com/organization/hilos-a37f,https://www.ycombinator.com/companies/quid,"The proposed profile is the unrelated Quid analytics company; the verified Hilos profile is hilos-a37f and lists exact domain hilos.io, matching founders and WhatsApp product."
94,31533,Lattice Health,lattice-health,Spring 2026,Active,https://www.latticehealthai.com/,https://www.ycombinator.com/companies/lattice-health,yc_oss_current,false,unverified_candidate,yc_slug_inference,lattice-health,https://www.crunchbase.com/organization/lattice-health,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,unresolved,,https://www.ycombinator.com/companies/lattice-health,https://www.latticehealthai.com/,"YC and the company site establish the identity, but no accessible or indexed Crunchbase profile tied the proposed slug to latticehealthai.com."
95,24692,Membo,membo,Summer 2021,Inactive,https://membo.ee?lang=en,https://www.ycombinator.com/companies/membo,yc_oss_current,false,unverified_candidate,yc_slug_inference,membo,https://www.crunchbase.com/organization/membo,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,wrong,https://www.crunchbase.com/organization/membo-c55e,https://www.crunchbase.com/organization/membo-c55e,https://www.ycombinator.com/companies/membo,The proposed profile is an unrelated San Francisco discovery app at joinmembo.com; the verified profile is membo-c55e and lists membo.ee plus Y Combinator.
96,30781,Duranium,duranium,Summer 2025,Active,https://www.duranium.co/,https://www.ycombinator.com/companies/duranium,yc_oss_current,false,unverified_candidate,yc_slug_inference,duranium,https://www.crunchbase.com/organization/duranium,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/duranium,https://www.ycombinator.com/companies/duranium,"Candidate profile lists the exact domain duranium.co, matching founders and carbon-recycling manufacturing product, and Y Combinator."
97,11947,Fit to Form,fit-to-form,Summer 2019,Inactive,http://thefittoform.com,https://www.ycombinator.com/companies/fit-to-form,yc_oss_current,false,unverified_candidate,yc_slug_inference,fit-to-form,https://www.crunchbase.com/organization/fit-to-form,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/fit-to-form,https://www.ycombinator.com/companies/fit-to-form,"Candidate profile lists exact domain thefittoform.com, matching founders and apparel product, and Y Combinator."
98,29396,EdgeTrace,edgetrace,Winter 2024,Active,https://edgetrace.ai,https://www.ycombinator.com/companies/edgetrace,yc_oss_current,false,unverified_candidate,yc_slug_inference,edgetrace,https://www.crunchbase.com/organization/edgetrace,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/edgetrace,https://www.ycombinator.com/companies/edgetrace,Candidate profile lists the exact domain edgetrace.ai and the matching camera-network intelligence product.
99,30448,PgDog,pgdog,Spring 2025,Active,https://pgdog.dev,https://www.ycombinator.com/companies/pgdog,yc_oss_current,false,unverified_candidate,yc_slug_inference,pgdog,https://www.crunchbase.com/organization/pgdog,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/pgdog,https://www.ycombinator.com/companies/pgdog,"Candidate profile lists the exact domain pgdog.dev, matching founder and database-sharding product, and Y Combinator."
100,30875,Veria Labs,veria-labs,Fall 2025,Active,https://verialabs.com,https://www.ycombinator.com/companies/veria-labs,yc_oss_current,false,unverified_candidate,yc_slug_inference,veria-labs,https://www.crunchbase.com/organization/veria-labs,,unverified_candidate,1,true,false,false,false,false,false,false,false,false,false,,,,,,,correct,,https://www.crunchbase.com/organization/veria-labs,https://www.ycombinator.com/companies/veria-labs,Candidate profile lists the exact domain verialabs.com and the matching AI penetration-testing product.
